case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp
case_35,Analyze Quotation comparison Map,Kim Passa,2025-08-12 14:14:48.935471,2025-08-12 16:27:48.935471,2025-08-12 17:21:48.935471
case_30,Analyze Request for Quotation,Francois de Perrier,2025-08-12 16:00:48.935471,2025-08-12 17:41:48.935471,2025-08-12 18:00:48.935471
case_29,Settle conditions with supplier,Magdalena Predutta,2025-08-12 13:16:48.935471,2025-08-12 17:42:48.935471,2025-08-12 23:54:48.935471
case_36,Create Request for Quotation Requester Manager,Heinz Gutschmidt,2025-08-11 22:41:48.935471,2025-08-12 18:01:48.935471,2025-08-12 18:02:48.935471
case_40,Create Request for Quotation Requester Manager,Maris Freeman,2025-08-12 15:34:48.935471,2025-08-12 19:34:48.935471,2025-08-12 19:35:48.935471
case_36,Analyze Request for Quotation,Magdalena Predutta,2025-08-12 18:02:48.935471,2025-08-12 19:45:48.935471,2025-08-12 20:12:48.935471
case_32,Create Quotation comparison Map,Magdalena Predutta,2025-08-12 07:44:48.935471,2025-08-12 19:48:48.935471,2025-08-12 23:34:48.935471
case_8,Approve Purchase Order for payment,Francois de Perrier,2025-08-12 15:22:48.935471,2025-08-12 19:50:48.935471,2025-08-12 19:50:48.935471
case_40,Analyze Request for Quotation,Karel de Groot,2025-08-12 19:35:48.935471,2025-08-12 20:57:48.935471,2025-08-12 21:17:48.935471
case_3,Release Purchase Order,Anne Olwada,2025-08-12 19:04:48.935471,2025-08-12 21:44:48.935471,2025-08-12 21:44:48.935471
case_2,Release Purchase Order,Alberto Duport,2025-08-12 20:56:48.935471,2025-08-12 21:45:48.935471,2025-08-12 21:45:48.935471
case_22,Create Quotation comparison Map,Francois de Perrier,2025-08-09 03:04:48.935471,2025-08-12 23:05:48.935471,2025-08-12 23:11:48.935471
case_40,Amend Request for Quotation Requester,Miu Hanwan,2025-08-12 21:17:48.935471,2025-08-12 23:46:48.935471,2025-08-12 23:55:48.935471
case_32,Analyze Quotation comparison Map,Immanuel Karagianni,2025-08-12 23:34:48.935471,2025-08-13 00:12:48.935471,2025-08-13 00:25:48.935471
case_26,Settle conditions with supplier,Karel de Groot,2025-08-12 12:17:48.935471,2025-08-13 02:04:48.935471,2025-08-13 05:15:48.935471
case_35,Choose best option,Esmana Liubiata,2025-08-12 17:21:48.935471,2025-08-13 02:42:48.935471,2025-08-13 02:42:48.935471
case_5,Release Purchase Order,Nico Ojenbeer,2025-08-12 14:19:48.935471,2025-08-13 03:03:48.935471,2025-08-13 03:03:48.935471
case_32,Choose best option,Nico Ojenbeer,2025-08-13 00:25:48.935471,2025-08-13 03:24:48.935471,2025-08-13 03:24:48.935471
case_40,Analyze Request for Quotation,Karel de Groot,2025-08-12 23:55:48.935471,2025-08-13 05:00:48.935471,2025-08-13 05:31:48.935471
case_14,Analyze Request for Quotation,Karel de Groot,2025-08-10 18:41:48.935471,2025-08-13 05:05:48.935471,2025-08-13 05:27:48.935471
case_22,Analyze Quotation comparison Map,Kim Passa,2025-08-12 23:11:48.935471,2025-08-13 05:20:48.935471,2025-08-13 05:51:48.935471
case_5,Approve Purchase Order for payment,Karel de Groot,2025-08-13 03:03:48.935471,2025-08-13 05:45:48.935471,2025-08-13 05:45:48.935471
case_2,Approve Purchase Order for payment,Francois de Perrier,2025-08-12 21:45:48.935471,2025-08-13 05:48:48.935471,2025-08-13 05:48:48.935471
case_34,Analyze Request for Quotation,Francois de Perrier,2025-08-11 13:48:48.935471,2025-08-13 06:58:48.935471,2025-08-13 07:33:48.935471
case_13,Create Quotation comparison Map,Francois de Perrier,2025-08-05 14:19:48.935471,2025-08-13 08:34:48.935471,2025-08-13 14:04:48.935471
case_2,Send invoice,Sean Manney,2025-08-13 05:48:48.935471,2025-08-13 08:59:48.935471,2025-08-13 08:59:48.935471
case_41,Create Purchase Requisition,Christian Francois,2025-08-13 09:12:48.935471,2025-08-13 09:12:48.935471,2025-08-13 14:35:48.935471
case_11,Deliver Goods Services,Kiu Kan,2025-08-12 14:16:48.935471,2025-08-13 09:30:48.935471,2025-08-14 18:46:48.935471
case_22,Choose best option,Fjodor Kowalski,2025-08-13 05:51:48.935471,2025-08-13 09:38:48.935471,2025-08-13 09:38:48.935471
case_1,Approve Purchase Order for payment,Francois de Perrier,2025-08-09 20:20:48.935471,2025-08-13 09:41:48.935471,2025-08-13 09:41:48.935471
case_24,Confirm Purchase Order,Kiu Kan,2025-08-09 04:52:48.935471,2025-08-13 10:07:48.935471,2025-08-13 10:19:48.935471
case_34,Send Request for Quotation to Supplier,Francois de Perrier,2025-08-13 07:33:48.935471,2025-08-13 10:11:48.935471,2025-08-13 10:30:48.935471
case_2,Release Supplier's Invoice,Pedro Alvares,2025-08-13 08:59:48.935471,2025-08-13 10:20:48.935471,2025-08-13 10:23:48.935471
case_38,Analyze Purchase Requisition,Heinz Gutschmidt,2025-08-11 18:07:48.935471,2025-08-13 11:36:48.935471,2025-08-13 11:44:48.935471
case_2,Authorize Supplier's Invoice payment,Pedro Alvares,2025-08-13 10:23:48.935471,2025-08-13 11:44:48.935471,2025-08-13 11:44:48.935471
case_25,Settle conditions with supplier,Francois de Perrier,2025-08-09 22:29:48.935471,2025-08-13 11:50:48.935471,2025-08-13 23:45:48.935471
case_33,Analyze Request for Quotation,Francois de Perrier,2025-08-12 07:20:48.935471,2025-08-13 11:53:48.935471,2025-08-13 12:20:48.935471
case_2,Pay invoice,Pedro Alvares,2025-08-13 11:44:48.935471,2025-08-13 12:35:48.935471,2025-08-13 12:36:48.935471
case_38,Create Request for Quotation Requester Manager,Francis Odell,2025-08-13 11:44:48.935471,2025-08-13 12:52:48.935471,2025-08-13 12:54:48.935471
case_23,Deliver Goods Services,Sean Manney,2025-08-12 11:58:48.935471,2025-08-13 14:08:48.935471,2025-08-14 18:36:48.935471
case_38,Analyze Request for Quotation,Karel de Groot,2025-08-13 12:54:48.935471,2025-08-13 14:41:48.935471,2025-08-13 14:42:48.935471
case_19,Send Request for Quotation to Supplier,Karel de Groot,2025-08-11 22:34:48.935471,2025-08-13 15:10:48.935471,2025-08-13 15:25:48.935471
case_14,Send Request for Quotation to Supplier,Karel de Groot,2025-08-13 05:27:48.935471,2025-08-13 15:47:48.935471,2025-08-13 16:18:48.935471
case_42,Create Purchase Requisition,Christian Francois,2025-08-13 17:45:48.935471,2025-08-13 17:45:48.935471,2025-08-13 18:16:48.935471
case_43,Create Purchase Requisition,Tesca Lobes,2025-08-13 19:46:48.935471,2025-08-13 19:46:48.935471,2025-08-13 20:18:48.935471
case_18,Confirm Purchase Order,Kiu Kan,2025-08-10 18:12:48.935471,2025-08-13 19:49:48.935471,2025-08-13 19:55:48.935471
case_42,Create Request for Quotation Requester,Nico Ojenbeer,2025-08-13 18:16:48.935471,2025-08-13 20:30:48.935471,2025-08-13 20:39:48.935471
case_39,Create Request for Quotation Requester Manager,Maris Freeman,2025-08-12 08:54:48.935471,2025-08-13 20:42:48.935471,2025-08-13 20:43:48.935471
case_13,Analyze Quotation comparison Map,Immanuel Karagianni,2025-08-13 14:04:48.935471,2025-08-13 20:55:48.935471,2025-08-13 21:49:48.935471
case_44,Create Purchase Requisition,Alberto Duport,2025-08-13 21:54:48.935471,2025-08-13 21:54:48.935471,2025-08-13 22:17:48.935471
case_42,Analyze Request for Quotation,Karel de Groot,2025-08-13 20:39:48.935471,2025-08-13 22:02:48.935471,2025-08-13 22:24:48.935471
case_13,Choose best option,Fjodor Kowalski,2025-08-13 21:49:48.935471,2025-08-13 22:17:48.935471,2025-08-13 22:17:48.935471
case_14,Create Quotation comparison Map,Karel de Groot,2025-08-13 16:18:48.935471,2025-08-13 22:39:48.935471,2025-08-14 07:12:48.935471
case_42,Amend Request for Quotation Requester,Anne Olwada,2025-08-13 22:24:48.935471,2025-08-13 23:04:48.935471,2025-08-13 23:16:48.935471
case_10,Release Purchase Order,Christian Francois,2025-08-13 19:29:48.935471,2025-08-13 23:12:48.935471,2025-08-13 23:12:48.935471
case_13,Settle conditions with supplier,Magdalena Predutta,2025-08-13 22:17:48.935471,2025-08-14 00:00:48.935471,2025-08-14 07:57:48.935471
case_45,Create Purchase Requisition,Kim Passa,2025-08-14 01:19:48.935471,2025-08-14 01:19:48.935471,2025-08-14 02:05:48.935471
case_39,Analyze Request for Quotation,Karel de Groot,2025-08-13 20:43:48.935471,2025-08-14 01:52:48.935471,2025-08-14 02:05:48.935471
case_42,Analyze Request for Quotation,Karel de Groot,2025-08-13 23:16:48.935471,2025-08-14 01:52:48.935471,2025-08-14 02:41:48.935471
case_3,Approve Purchase Order for payment,Karel de Groot,2025-08-12 21:44:48.935471,2025-08-14 02:39:48.935471,2025-08-14 02:39:48.935471
case_38,Amend Request for Quotation Requester,Esmana Liubiata,2025-08-13 14:42:48.935471,2025-08-14 03:03:48.935471,2025-08-14 03:11:48.935471
case_42,Amend Request for Quotation Requester,Immanuel Karagianni,2025-08-14 02:41:48.935471,2025-08-14 03:19:48.935471,2025-08-14 03:25:48.935471
case_45,Create Request for Quotation Requester,Anne Olwada,2025-08-14 02:05:48.935471,2025-08-14 03:24:48.935471,2025-08-14 03:31:48.935471
case_45,Analyze Request for Quotation,Francois de Perrier,2025-08-14 03:31:48.935471,2025-08-14 04:06:48.935471,2025-08-14 04:14:48.935471
case_44,Create Request for Quotation Requester Manager,Maris Freeman,2025-08-13 22:17:48.935471,2025-08-14 04:25:48.935471,2025-08-14 04:26:48.935471
case_42,Analyze Request for Quotation,Karel de Groot,2025-08-14 03:25:48.935471,2025-08-14 04:25:48.935471,2025-08-14 04:47:48.935471
case_29,Create Purchase Order,Magdalena Predutta,2025-08-12 23:54:48.935471,2025-08-14 04:35:48.935471,2025-08-14 04:44:48.935471
case_44,Analyze Request for Quotation,Francois de Perrier,2025-08-14 04:26:48.935471,2025-08-14 05:50:48.935471,2025-08-14 06:04:48.935471
case_41,Create Request for Quotation Requester Manager,Francis Odell,2025-08-13 14:35:48.935471,2025-08-14 06:03:48.935471,2025-08-14 06:04:48.935471
case_39,Send Request for Quotation to Supplier,Francois de Perrier,2025-08-14 02:05:48.935471,2025-08-14 06:33:48.935471,2025-08-14 08:03:48.935471
case_9,Deliver Goods Services,Carmen Finacse,2025-08-11 08:16:48.935471,2025-08-14 07:00:48.935471,2025-08-14 17:55:48.935471
case_14,Analyze Quotation comparison Map,Kim Passa,2025-08-14 07:12:48.935471,2025-08-14 07:46:48.935471,2025-08-14 08:16:48.935471
case_28,Create Purchase Order,Karel de Groot,2025-08-12 22:46:48.935471,2025-08-14 07:53:48.935471,2025-08-14 08:04:48.935471
case_14,Choose best option,Fjodor Kowalski,2025-08-14 08:16:48.935471,2025-08-14 08:25:48.935471,2025-08-14 08:25:48.935471
case_44,Send Request for Quotation to Supplier,Francois de Perrier,2025-08-14 06:04:48.935471,2025-08-14 09:08:48.935471,2025-08-14 09:26:48.935471
case_5,Send invoice,Esmeralda Clay,2025-08-13 05:45:48.935471,2025-08-14 10:17:48.935471,2025-08-14 10:17:48.935471
case_38,Analyze Request for Quotation,Karel de Groot,2025-08-14 03:11:48.935471,2025-08-14 10:41:48.935471,2025-08-14 11:02:48.935471
case_5,Release Supplier's Invoice,Karalda Nimwada,2025-08-14 10:17:48.935471,2025-08-14 10:57:48.935471,2025-08-14 12:01:48.935471
case_5,Authorize Supplier's Invoice payment,Karalda Nimwada,2025-08-14 12:01:48.935471,2025-08-14 13:07:48.935471,2025-08-14 13:07:48.935471
case_3,Send invoice,Carmen Finacse,2025-08-14 02:39:48.935471,2025-08-14 13:26:48.935471,2025-08-14 13:26:48.935471
case_39,Create Quotation comparison Map,Francois de Perrier,2025-08-14 08:03:48.935471,2025-08-14 14:47:48.935471,2025-08-14 15:00:48.935471
case_10,Approve Purchase Order for payment,Karel de Groot,2025-08-13 23:12:48.935471,2025-08-14 16:04:48.935471,2025-08-14 16:04:48.935471
case_3,Release Supplier's Invoice,Pedro Alvares,2025-08-14 13:26:48.935471,2025-08-14 17:41:48.935471,2025-08-14 17:45:48.935471
case_39,Analyze Quotation comparison Map,Anne Olwada,2025-08-14 15:00:48.935471,2025-08-14 17:58:48.935471,2025-08-14 18:05:48.935471
case_8,Send invoice,Kiu Kan,2025-08-12 19:50:48.935471,2025-08-14 18:27:48.935471,2025-08-14 18:27:48.935471
case_8,Release Supplier's Invoice,Pedro Alvares,2025-08-14 18:27:48.935471,2025-08-14 19:02:48.935471,2025-08-14 19:05:48.935471
case_43,Analyze Purchase Requisition,Heinz Gutschmidt,2025-08-13 20:18:48.935471,2025-08-14 19:16:48.935471,2025-08-14 19:20:48.935471
case_23,Release Purchase Order,Penn Osterwalder,2025-08-14 18:36:48.935471,2025-08-14 19:28:48.935471,2025-08-14 19:28:48.935471
case_43,Create Request for Quotation Requester Manager,Maris Freeman,2025-08-14 19:20:48.935471,2025-08-14 19:30:48.935471,2025-08-14 19:32:48.935471
case_39,Choose best option,Kim Passa,2025-08-14 18:05:48.935471,2025-08-14 19:36:48.935471,2025-08-14 19:36:48.935471
case_34,Create Quotation comparison Map,Karel de Groot,2025-08-13 10:30:48.935471,2025-08-14 19:39:48.935471,2025-08-14 23:25:48.935471
case_8,Authorize Supplier's Invoice payment,Pedro Alvares,2025-08-14 19:05:48.935471,2025-08-14 20:08:48.935471,2025-08-14 20:08:48.935471
case_43,Analyze Request for Quotation,Francois de Perrier,2025-08-14 19:32:48.935471,2025-08-14 20:31:48.935471,2025-08-14 20:52:48.935471
case_19,Create Quotation comparison Map,Magdalena Predutta,2025-08-13 15:25:48.935471,2025-08-14 20:41:48.935471,2025-08-15 02:43:48.935471
case_23,Approve Purchase Order for payment,Magdalena Predutta,2025-08-14 19:28:48.935471,2025-08-14 20:46:48.935471,2025-08-14 20:46:48.935471
case_15,Create Purchase Order,Magdalena Predutta,2025-08-10 23:46:48.935471,2025-08-14 20:50:48.935471,2025-08-14 21:01:48.935471
case_16,Confirm Purchase Order,Carmen Finacse,2025-08-11 02:58:48.935471,2025-08-14 20:53:48.935471,2025-08-14 21:05:48.935471
case_32,Settle conditions with supplier,Magdalena Predutta,2025-08-13 03:24:48.935471,2025-08-14 21:15:48.935471,2025-08-15 09:56:48.935471
case_11,Release Purchase Order,Kim Passa,2025-08-14 18:46:48.935471,2025-08-14 21:21:48.935471,2025-08-14 21:21:48.935471
case_3,Authorize Supplier's Invoice payment,Pedro Alvares,2025-08-14 17:45:48.935471,2025-08-14 21:58:48.935471,2025-08-14 21:58:48.935471
case_33,Send Request for Quotation to Supplier,Francois de Perrier,2025-08-13 12:20:48.935471,2025-08-14 22:05:48.935471,2025-08-14 22:22:48.935471
case_8,Pay invoice,Karalda Nimwada,2025-08-14 20:08:48.935471,2025-08-14 22:08:48.935471,2025-08-14 22:16:48.935471
case_3,Pay invoice,Pedro Alvares,2025-08-14 21:58:48.935471,2025-08-14 22:21:48.935471,2025-08-14 22:28:48.935471
case_46,Create Purchase Requisition,Fjodor Kowalski,2025-08-14 23:00:48.935471,2025-08-14 23:00:48.935471,2025-08-15 00:03:48.935471
case_47,Create Purchase Requisition,Immanuel Karagianni,2025-08-14 23:05:48.935471,2025-08-14 23:05:48.935471,2025-08-14 23:33:48.935471
case_5,Pay invoice,Karalda Nimwada,2025-08-14 13:07:48.935471,2025-08-14 23:06:48.935471,2025-08-14 23:09:48.935471
case_39,Settle conditions with supplier,Magdalena Predutta,2025-08-14 19:36:48.935471,2025-08-14 23:07:48.935471,2025-08-15 07:52:48.935471
case_14,Settle conditions with supplier,Magdalena Predutta,2025-08-14 08:25:48.935471,2025-08-14 23:15:48.935471,2025-08-15 07:36:48.935471
case_29,Confirm Purchase Order,Kiu Kan,2025-08-14 04:44:48.935471,2025-08-14 23:58:48.935471,2025-08-15 00:16:48.935471
case_9,Release Purchase Order,Fjodor Kowalski,2025-08-14 17:55:48.935471,2025-08-15 00:45:48.935471,2025-08-15 00:45:48.935471
case_44,Create Quotation comparison Map,Magdalena Predutta,2025-08-14 09:26:48.935471,2025-08-15 02:35:48.935471,2025-08-15 07:55:48.935471
case_37,Analyze Request for Quotation,Francois de Perrier,2025-08-11 12:20:48.935471,2025-08-15 02:41:48.935471,2025-08-15 03:16:48.935471
case_34,Analyze Quotation comparison Map,Penn Osterwalder,2025-08-14 23:25:48.935471,2025-08-15 02:55:48.935471,2025-08-15 03:17:48.935471
case_46,Analyze Purchase Requisition,Maris Freeman,2025-08-15 00:03:48.935471,2025-08-15 03:41:48.935471,2025-08-15 03:47:48.935471
case_31,Analyze Request for Quotation,Karel de Groot,2025-08-12 12:05:48.935471,2025-08-15 03:55:48.935471,2025-08-15 04:26:48.935471
case_37,Amend Request for Quotation Requester,Fjodor Kowalski,2025-08-15 03:16:48.935471,2025-08-15 04:46:48.935471,2025-08-15 04:55:48.935471
case_19,Analyze Quotation comparison Map,Penn Osterwalder,2025-08-15 02:43:48.935471,2025-08-15 05:41:48.935471,2025-08-15 06:04:48.935471
case_31,Amend Request for Quotation Requester,Anne Olwada,2025-08-15 04:26:48.935471,2025-08-15 06:00:48.935471,2025-08-15 06:11:48.935471
case_9,Approve Purchase Order for payment,Karel de Groot,2025-08-15 00:45:48.935471,2025-08-15 06:21:48.935471,2025-08-15 06:21:48.935471
case_27,Deliver Goods Services,Sean Manney,2025-08-12 15:04:48.935471,2025-08-15 06:36:48.935471,2025-08-15 19:47:48.935471
case_15,Confirm Purchase Order,Sean Manney,2025-08-14 21:01:48.935471,2025-08-15 06:53:48.935471,2025-08-15 07:22:48.935471
case_38,Send Request for Quotation to Supplier,Magdalena Predutta,2025-08-14 11:02:48.935471,2025-08-15 07:08:48.935471,2025-08-15 07:27:48.935471
case_16,Deliver Goods Services,Kiu Kan,2025-08-14 21:05:48.935471,2025-08-15 07:17:48.935471,2025-08-16 19:39:48.935471
case_19,Choose best option,Immanuel Karagianni,2025-08-15 06:04:48.935471,2025-08-15 07:37:48.935471,2025-08-15 07:37:48.935471
case_44,Analyze Quotation comparison Map,Miu Hanwan,2025-08-15 07:55:48.935471,2025-08-15 08:09:48.935471,2025-08-15 08:15:48.935471
case_44,Choose best option,Miu Hanwan,2025-08-15 08:15:48.935471,2025-08-15 09:04:48.935471,2025-08-15 09:04:48.935471
case_28,Confirm Purchase Order,Kiu Kan,2025-08-14 08:04:48.935471,2025-08-15 09:45:48.935471,2025-08-15 09:54:48.935471
case_14,Create Purchase Order,Francois de Perrier,2025-08-15 07:36:48.935471,2025-08-15 10:08:48.935471,2025-08-15 10:17:48.935471
case_39,Create Purchase Order,Francois de Perrier,2025-08-15 07:52:48.935471,2025-08-15 10:49:48.935471,2025-08-15 10:56:48.935471
case_19,Settle conditions with supplier,Magdalena Predutta,2025-08-15 07:37:48.935471,2025-08-15 11:31:48.935471,2025-08-15 13:52:48.935471
case_28,Deliver Goods Services,Sean Manney,2025-08-15 09:54:48.935471,2025-08-15 11:53:48.935471,2025-08-17 05:28:48.935471
case_47,Analyze Purchase Requisition,Heinz Gutschmidt,2025-08-14 23:33:48.935471,2025-08-15 12:17:48.935471,2025-08-15 12:23:48.935471
case_13,Create Purchase Order,Karel de Groot,2025-08-14 07:57:48.935471,2025-08-15 12:22:48.935471,2025-08-15 12:29:48.935471
case_44,Settle conditions with supplier,Karel de Groot,2025-08-15 09:04:48.935471,2025-08-15 12:32:48.935471,2025-08-15 21:02:48.935471
case_12,Create Quotation comparison Map,Francois de Perrier,2025-08-05 16:54:48.935471,2025-08-15 12:35:48.935471,2025-08-15 18:19:48.935471
case_32,Create Purchase Order,Francois de Perrier,2025-08-15 09:56:48.935471,2025-08-15 13:25:48.935471,2025-08-15 13:34:48.935471
case_29,Deliver Goods Services,Esmeralda Clay,2025-08-15 00:16:48.935471,2025-08-15 13:27:48.935471,2025-08-17 02:53:48.935471
case_35,Settle conditions with supplier,Magdalena Predutta,2025-08-13 02:42:48.935471,2025-08-15 13:30:48.935471,2025-08-16 01:43:48.935471
case_46,Create Request for Quotation Requester Manager,Heinz Gutschmidt,2025-08-15 03:47:48.935471,2025-08-15 14:23:48.935471,2025-08-15 14:24:48.935471
case_34,Choose best option,Immanuel Karagianni,2025-08-15 03:17:48.935471,2025-08-15 15:49:48.935471,2025-08-15 15:49:48.935471
case_11,Approve Purchase Order for payment,Francois de Perrier,2025-08-14 21:21:48.935471,2025-08-15 16:34:48.935471,2025-08-15 16:34:48.935471
case_22,Settle conditions with supplier,Karel de Groot,2025-08-13 09:38:48.935471,2025-08-15 16:52:48.935471,2025-08-16 01:07:48.935471
case_27,Release Purchase Order,Miu Hanwan,2025-08-15 19:47:48.935471,2025-08-15 20:49:48.935471,2025-08-15 20:49:48.935471
case_47,Create Request for Quotation Requester Manager,Francis Odell,2025-08-15 12:23:48.935471,2025-08-15 21:33:48.935471,2025-08-15 21:36:48.935471
case_44,Create Purchase Order,Magdalena Predutta,2025-08-15 21:02:48.935471,2025-08-15 22:41:48.935471,2025-08-15 22:52:48.935471
case_48,Create Purchase Requisition,Anne Olwada,2025-08-15 22:57:48.935471,2025-08-15 22:57:48.935471,2025-08-16 00:37:48.935471
case_47,Analyze Request for Quotation,Francois de Perrier,2025-08-15 21:36:48.935471,2025-08-16 00:14:48.935471,2025-08-16 00:36:48.935471
case_12,Analyze Quotation comparison Map,Alberto Duport,2025-08-15 18:19:48.935471,2025-08-16 02:03:48.935471,2025-08-16 02:21:48.935471
case_27,Approve Purchase Order for payment,Magdalena Predutta,2025-08-15 20:49:48.935471,2025-08-16 02:47:48.935471,2025-08-16 02:47:48.935471
case_39,Confirm Purchase Order,Esmeralda Clay,2025-08-15 10:56:48.935471,2025-08-16 03:47:48.935471,2025-08-16 03:57:48.935471
case_12,Choose best option,Fjodor Kowalski,2025-08-16 02:21:48.935471,2025-08-16 03:49:48.935471,2025-08-16 03:49:48.935471
case_12,Settle conditions with supplier,Karel de Groot,2025-08-16 03:49:48.935471,2025-08-16 03:50:48.935471,2025-08-16 10:42:48.935471
case_47,Amend Request for Quotation Requester,Tesca Lobes,2025-08-16 00:36:48.935471,2025-08-16 04:02:48.935471,2025-08-16 04:15:48.935471
case_46,Analyze Request for Quotation,Francois de Perrier,2025-08-15 14:24:48.935471,2025-08-16 05:08:48.935471,2025-08-16 05:23:48.935471
case_33,Create Quotation comparison Map,Karel de Groot,2025-08-14 22:22:48.935471,2025-08-16 05:17:48.935471,2025-08-16 10:04:48.935471
case_46,Send Request for Quotation to Supplier,Magdalena Predutta,2025-08-16 05:23:48.935471,2025-08-16 06:24:48.935471,2025-08-16 06:56:48.935471
case_48,Analyze Purchase Requisition,Maris Freeman,2025-08-16 00:37:48.935471,2025-08-16 06:37:48.935471,2025-08-16 06:40:48.935471
case_10,Send invoice,Carmen Finacse,2025-08-14 16:04:48.935471,2025-08-16 06:42:48.935471,2025-08-16 06:42:48.935471
case_9,Send invoice,Esmeralda Clay,2025-08-15 06:21:48.935471,2025-08-16 07:36:48.935471,2025-08-16 07:36:48.935471
case_31,Analyze Request for Quotation,Magdalena Predutta,2025-08-15 06:11:48.935471,2025-08-16 08:13:48.935471,2025-08-16 08:38:48.935471
case_22,Create Purchase Order,Magdalena Predutta,2025-08-16 01:07:48.935471,2025-08-16 09:37:48.935471,2025-08-16 09:46:48.935471
case_10,Release Supplier's Invoice,Pedro Alvares,2025-08-16 06:42:48.935471,2025-08-16 10:41:48.935471,2025-08-16 10:41:48.935471
case_32,Confirm Purchase Order,Carmen Finacse,2025-08-15 13:34:48.935471,2025-08-16 10:41:48.935471,2025-08-16 10:55:48.935471
case_10,Authorize Supplier's Invoice payment,Pedro Alvares,2025-08-16 10:41:48.935471,2025-08-16 10:46:48.935471,2025-08-16 10:46:48.935471
case_22,Confirm Purchase Order,Esmeralda Clay,2025-08-16 09:46:48.935471,2025-08-16 11:23:48.935471,2025-08-16 11:52:48.935471
case_37,Analyze Request for Quotation,Karel de Groot,2025-08-15 04:55:48.935471,2025-08-16 11:33:48.935471,2025-08-16 12:03:48.935471
case_9,Release Supplier's Invoice,Karalda Nimwada,2025-08-16 07:36:48.935471,2025-08-16 12:32:48.935471,2025-08-16 12:36:48.935471
case_35,Create Purchase Order,Magdalena Predutta,2025-08-16 01:43:48.935471,2025-08-16 12:47:48.935471,2025-08-16 12:55:48.935471
case_49,Create Purchase Requisition,Penn Osterwalder,2025-08-16 13:45:48.935471,2025-08-16 13:45:48.935471,2025-08-16 13:53:48.935471
case_27,Send invoice,Karen Clarens,2025-08-16 02:47:48.935471,2025-08-16 13:58:48.935471,2025-08-16 13:58:48.935471
case_10,Pay invoice,Pedro Alvares,2025-08-16 10:46:48.935471,2025-08-16 14:40:48.935471,2025-08-16 14:48:48.935471
case_33,Analyze Quotation comparison Map,Miu Hanwan,2025-08-16 10:04:48.935471,2025-08-16 15:00:48.935471,2025-08-16 16:11:48.935471
case_12,Create Purchase Order,Karel de Groot,2025-08-16 10:42:48.935471,2025-08-16 15:36:48.935471,2025-08-16 15:42:48.935471
case_9,Authorize Supplier's Invoice payment,Pedro Alvares,2025-08-16 12:36:48.935471,2025-08-16 15:38:48.935471,2025-08-16 15:38:48.935471
case_27,Release Supplier's Invoice,Pedro Alvares,2025-08-16 13:58:48.935471,2025-08-16 15:48:48.935471,2025-08-16 15:51:48.935471
case_27,Authorize Supplier's Invoice payment,Karalda Nimwada,2025-08-16 15:51:48.935471,2025-08-16 16:40:48.935471,2025-08-16 16:40:48.935471
case_33,Choose best option,Alberto Duport,2025-08-16 16:11:48.935471,2025-08-16 16:41:48.935471,2025-08-16 16:41:48.935471
case_27,Pay invoice,Karalda Nimwada,2025-08-16 16:40:48.935471,2025-08-16 18:19:48.935471,2025-08-16 18:20:48.935471
case_9,Pay invoice,Pedro Alvares,2025-08-16 15:38:48.935471,2025-08-16 18:58:48.935471,2025-08-16 19:04:48.935471
case_19,Create Purchase Order,Francois de Perrier,2025-08-15 13:52:48.935471,2025-08-16 20:39:48.935471,2025-08-16 20:45:48.935471
case_23,Send invoice,Kiu Kan,2025-08-14 20:46:48.935471,2025-08-16 22:12:48.935471,2025-08-16 22:12:48.935471
case_22,Deliver Goods Services,Sean Manney,2025-08-16 11:52:48.935471,2025-08-17 00:15:48.935471,2025-08-19 00:07:48.935471
case_23,Release Supplier's Invoice,Karalda Nimwada,2025-08-16 22:12:48.935471,2025-08-17 00:40:48.935471,2025-08-17 00:44:48.935471
case_47,Analyze Request for Quotation,Karel de Groot,2025-08-16 04:15:48.935471,2025-08-17 01:28:48.935471,2025-08-17 01:54:48.935471
case_35,Confirm Purchase Order,Carmen Finacse,2025-08-16 12:55:48.935471,2025-08-17 02:24:48.935471,2025-08-17 02:49:48.935471
case_47,Amend Request for Quotation Requester,Nico Ojenbeer,2025-08-17 01:54:48.935471,2025-08-17 02:26:48.935471,2025-08-17 02:35:48.935471
case_23,Authorize Supplier's Invoice payment,Pedro Alvares,2025-08-17 00:44:48.935471,2025-08-17 02:55:48.935471,2025-08-17 02:55:48.935471
case_32,Deliver Goods Services,Kiu Kan,2025-08-16 10:55:48.935471,2025-08-17 04:07:48.935471,2025-08-17 20:43:48.935471
case_16,Release Purchase Order,Esmana Liubiata,2025-08-16 19:39:48.935471,2025-08-17 04:20:48.935471,2025-08-17 04:20:48.935471
case_49,Analyze Purchase Requisition,Maris Freeman,2025-08-16 13:53:48.935471,2025-08-17 04:28:48.935471,2025-08-17 04:34:48.935471
case_47,Analyze Request for Quotation,Karel de Groot,2025-08-17 02:35:48.935471,2025-08-17 05:40:48.935471,2025-08-17 05:59:48.935471
case_39,Deliver Goods Services,Sean Manney,2025-08-16 03:57:48.935471,2025-08-17 05:49:48.935471,2025-08-17 23:13:48.935471
